REGION,YEAR,WEEK,LABEL,TOTAL CASES
CALIFORNIA,2022,27,Campylobacteriosis,47.0
CALIFORNIA,2022,27,Coccidioidomycosis,10.0
CALIFORNIA,2022,27,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),13.0
CALIFORNIA,2022,28,Campylobacteriosis,157.0
CALIFORNIA,2022,28,Coccidioidomycosis,23.0
CALIFORNIA,2022,28,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),24.0
CALIFORNIA,2022,29,Campylobacteriosis,126.0
CALIFORNIA,2022,29,Coccidioidomycosis,37.0
CALIFORNIA,2022,29,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),17.0
CALIFORNIA,2022,30,Campylobacteriosis,139.0
CALIFORNIA,2022,30,Coccidioidomycosis,26.0
CALIFORNIA,2022,30,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),24.0
CALIFORNIA,2022,31,Campylobacteriosis,167.0
CALIFORNIA,2022,31,Coccidioidomycosis,64.0
CALIFORNIA,2022,31,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),45.0
CALIFORNIA,2022,32,Campylobacteriosis,128.0
CALIFORNIA,2022,32,Coccidioidomycosis,49.0
CALIFORNIA,2022,32,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),35.0
CALIFORNIA,2022,33,Campylobacteriosis,157.0
CALIFORNIA,2022,33,Coccidioidomycosis,50.0
CALIFORNIA,2022,33,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),39.0
CALIFORNIA,2022,34,Campylobacteriosis,111.0
CALIFORNIA,2022,34,Coccidioidomycosis,47.0
CALIFORNIA,2022,34,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),16.0
CALIFORNIA,2022,35,Campylobacteriosis,100.0
CALIFORNIA,2022,35,Coccidioidomycosis,45.0
CALIFORNIA,2022,35,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),24.0
CALIFORNIA,2022,36,Campylobacteriosis,152.0
CALIFORNIA,2022,36,Coccidioidomycosis,28.0
CALIFORNIA,2022,36,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),46.0
CALIFORNIA,2022,37,Campylobacteriosis,122.0
CALIFORNIA,2022,37,Coccidioidomycosis,31.0
CALIFORNIA,2022,37,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),33.0
CALIFORNIA,2022,38,Campylobacteriosis,143.0
CALIFORNIA,2022,38,Coccidioidomycosis,68.0
CALIFORNIA,2022,38,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),37.0
CALIFORNIA,2022,39,Campylobacteriosis,115.0
CALIFORNIA,2022,39,Coccidioidomycosis,41.0
CALIFORNIA,2022,39,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),33.0
CALIFORNIA,2022,40,Campylobacteriosis,131.0
CALIFORNIA,2022,40,Coccidioidomycosis,96.0
CALIFORNIA,2022,40,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),27.0
CALIFORNIA,2022,41,Campylobacteriosis,148.0
CALIFORNIA,2022,41,Coccidioidomycosis,70.0
CALIFORNIA,2022,41,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),33.0
CALIFORNIA,2022,42,Campylobacteriosis,120.0
CALIFORNIA,2022,42,Coccidioidomycosis,33.0
CALIFORNIA,2022,42,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),23.0
CALIFORNIA,2022,43,Campylobacteriosis,125.0
CALIFORNIA,2022,43,Coccidioidomycosis,44.0
CALIFORNIA,2022,43,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),30.0
CALIFORNIA,2022,44,Campylobacteriosis,111.0
CALIFORNIA,2022,44,Coccidioidomycosis,54.0
CALIFORNIA,2022,44,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),24.0
CALIFORNIA,2022,45,Campylobacteriosis,73.0
CALIFORNIA,2022,45,Coccidioidomycosis,29.0
CALIFORNIA,2022,45,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),17.0
CALIFORNIA,2022,46,Campylobacteriosis,113.0
CALIFORNIA,2022,46,Coccidioidomycosis,22.0
CALIFORNIA,2022,46,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),10.0
CALIFORNIA,2022,47,Campylobacteriosis,107.0
CALIFORNIA,2022,47,Coccidioidomycosis,20.0
CALIFORNIA,2022,47,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),10.0
CALIFORNIA,2022,48,Campylobacteriosis,131.0
CALIFORNIA,2022,48,Coccidioidomycosis,37.0
CALIFORNIA,2022,48,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),28.0
CALIFORNIA,2022,49,Campylobacteriosis,117.0
CALIFORNIA,2022,49,Coccidioidomycosis,26.0
CALIFORNIA,2022,49,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),13.0
CALIFORNIA,2022,50,Campylobacteriosis,115.0
CALIFORNIA,2022,50,Coccidioidomycosis,20.0
CALIFORNIA,2022,50,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),9.0
CALIFORNIA,2022,51,Campylobacteriosis,75.0
CALIFORNIA,2022,51,Coccidioidomycosis,26.0
CALIFORNIA,2022,51,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),11.0
CALIFORNIA,2022,52,Campylobacteriosis,57.0
CALIFORNIA,2022,52,Coccidioidomycosis,18.0
CALIFORNIA,2022,52,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),11.0
CALIFORNIA,2023,1,Campylobacteriosis,136.0
CALIFORNIA,2023,1,"Coccidioidomycosis, Confirmed",25.0
CALIFORNIA,2023,1,"Coccidioidomycosis, total",25.0
CALIFORNIA,2023,1,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),17.0
CALIFORNIA,2023,2,Campylobacteriosis,156.0
CALIFORNIA,2023,2,"Coccidioidomycosis, Confirmed",44.0
CALIFORNIA,2023,2,"Coccidioidomycosis, total",44.0
CALIFORNIA,2023,2,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),13.0
CALIFORNIA,2023,3,Campylobacteriosis,127.0
CALIFORNIA,2023,3,"Coccidioidomycosis, Confirmed",23.0
CALIFORNIA,2023,3,"Coccidioidomycosis, total",23.0
CALIFORNIA,2023,3,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),14.0
CALIFORNIA,2023,4,Campylobacteriosis,133.0
CALIFORNIA,2023,4,"Coccidioidomycosis, Confirmed",53.0
CALIFORNIA,2023,4,"Coccidioidomycosis, total",53.0
CALIFORNIA,2023,4,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),20.0
CALIFORNIA,2023,5,Campylobacteriosis,152.0
CALIFORNIA,2023,5,"Coccidioidomycosis, Confirmed",35.0
CALIFORNIA,2023,5,"Coccidioidomycosis, total",35.0
CALIFORNIA,2023,5,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),18.0
CALIFORNIA,2023,6,Campylobacteriosis,144.0
CALIFORNIA,2023,6,"Coccidioidomycosis, Confirmed",53.0
CALIFORNIA,2023,6,"Coccidioidomycosis, total",53.0
CALIFORNIA,2023,6,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),27.0
CALIFORNIA,2023,7,Campylobacteriosis,125.0
CALIFORNIA,2023,7,"Coccidioidomycosis, Confirmed",43.0
CALIFORNIA,2023,7,"Coccidioidomycosis, total",43.0
CALIFORNIA,2023,7,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),15.0
CALIFORNIA,2023,8,Campylobacteriosis,112.0
CALIFORNIA,2023,8,"Coccidioidomycosis, Confirmed",29.0
CALIFORNIA,2023,8,"Coccidioidomycosis, total",29.0
CALIFORNIA,2023,8,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),19.0
CALIFORNIA,2023,9,Campylobacteriosis,120.0
CALIFORNIA,2023,9,"Coccidioidomycosis, Confirmed",50.0
CALIFORNIA,2023,9,"Coccidioidomycosis, total",50.0
CALIFORNIA,2023,9,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),13.0
CALIFORNIA,2023,10,Campylobacteriosis,117.0
CALIFORNIA,2023,10,"Coccidioidomycosis, Confirmed",39.0
CALIFORNIA,2023,10,"Coccidioidomycosis, total",39.0
CALIFORNIA,2023,10,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),15.0
CALIFORNIA,2023,11,Campylobacteriosis,121.0
CALIFORNIA,2023,11,"Coccidioidomycosis, Confirmed",53.0
CALIFORNIA,2023,11,"Coccidioidomycosis, total",53.0
CALIFORNIA,2023,11,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),16.0
CALIFORNIA,2023,13,Campylobacteriosis,131.0
CALIFORNIA,2023,13,"Coccidioidomycosis, Confirmed",31.0
CALIFORNIA,2023,13,"Coccidioidomycosis, total",31.0
CALIFORNIA,2023,13,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),17.0
CALIFORNIA,2023,14,Campylobacteriosis,169.0
CALIFORNIA,2023,14,"Coccidioidomycosis, Confirmed",49.0
CALIFORNIA,2023,14,"Coccidioidomycosis, total",49.0
CALIFORNIA,2023,14,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),9.0
CALIFORNIA,2023,15,Campylobacteriosis,167.0
CALIFORNIA,2023,15,"Coccidioidomycosis, Confirmed",50.0
CALIFORNIA,2023,15,"Coccidioidomycosis, total",50.0
CALIFORNIA,2023,15,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),9.0
CALIFORNIA,2023,16,Campylobacteriosis,147.0
CALIFORNIA,2023,16,"Coccidioidomycosis, Confirmed",53.0
CALIFORNIA,2023,16,"Coccidioidomycosis, total",53.0
CALIFORNIA,2023,16,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),16.0
CALIFORNIA,2023,17,Campylobacteriosis,165.0
CALIFORNIA,2023,17,"Coccidioidomycosis, Confirmed",49.0
CALIFORNIA,2023,17,"Coccidioidomycosis, total",49.0
CALIFORNIA,2023,17,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),17.0
CALIFORNIA,2023,18,Campylobacteriosis,129.0
CALIFORNIA,2023,18,"Coccidioidomycosis, Confirmed",30.0
CALIFORNIA,2023,18,"Coccidioidomycosis, total",30.0
CALIFORNIA,2023,18,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),21.0
CALIFORNIA,2023,19,Campylobacteriosis,146.0
CALIFORNIA,2023,19,"Coccidioidomycosis, Confirmed",38.0
CALIFORNIA,2023,19,"Coccidioidomycosis, total",38.0
CALIFORNIA,2023,19,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),26.0
CALIFORNIA,2023,20,Campylobacteriosis,201.0
CALIFORNIA,2023,20,"Coccidioidomycosis, Confirmed",31.0
CALIFORNIA,2023,20,"Coccidioidomycosis, total",31.0
CALIFORNIA,2023,20,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),22.0
CALIFORNIA,2023,21,Campylobacteriosis,133.0
CALIFORNIA,2023,21,"Coccidioidomycosis, Confirmed",12.0
CALIFORNIA,2023,21,"Coccidioidomycosis, total",12.0
CALIFORNIA,2023,21,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),24.0
CALIFORNIA,2023,22,Campylobacteriosis,166.0
CALIFORNIA,2023,22,"Coccidioidomycosis, Confirmed",59.0
CALIFORNIA,2023,22,"Coccidioidomycosis, total",59.0
CALIFORNIA,2023,22,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),38.0
CALIFORNIA,2023,23,Campylobacteriosis,187.0
CALIFORNIA,2023,23,"Coccidioidomycosis, Confirmed",46.0
CALIFORNIA,2023,23,"Coccidioidomycosis, total",46.0
CALIFORNIA,2023,23,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),22.0
CALIFORNIA,2023,24,Campylobacteriosis,143.0
CALIFORNIA,2023,24,"Coccidioidomycosis, Confirmed",33.0
CALIFORNIA,2023,24,"Coccidioidomycosis, total",33.0
CALIFORNIA,2023,24,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),33.0
CALIFORNIA,2023,25,Campylobacteriosis,210.0
CALIFORNIA,2023,25,"Coccidioidomycosis, Confirmed",45.0
CALIFORNIA,2023,25,"Coccidioidomycosis, total",45.0
CALIFORNIA,2023,25,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),35.0
CALIFORNIA,2023,26,Campylobacteriosis,195.0
CALIFORNIA,2023,26,"Coccidioidomycosis, Confirmed",35.0
CALIFORNIA,2023,26,"Coccidioidomycosis, total",35.0
CALIFORNIA,2023,26,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),19.0
CALIFORNIA,2023,27,Campylobacteriosis,229.0
CALIFORNIA,2023,27,"Coccidioidomycosis, Confirmed",34.0
CALIFORNIA,2023,27,"Coccidioidomycosis, total",34.0
CALIFORNIA,2023,27,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),27.0
CALIFORNIA,2023,28,Campylobacteriosis,252.0
CALIFORNIA,2023,28,"Coccidioidomycosis, Confirmed",25.0
CALIFORNIA,2023,28,"Coccidioidomycosis, total",25.0
CALIFORNIA,2023,28,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),37.0
CALIFORNIA,2023,29,Campylobacteriosis,268.0
CALIFORNIA,2023,29,"Coccidioidomycosis, Confirmed",24.0
CALIFORNIA,2023,29,"Coccidioidomycosis, total",24.0
CALIFORNIA,2023,29,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),19.0
CALIFORNIA,2023,30,Campylobacteriosis,208.0
CALIFORNIA,2023,30,"Coccidioidomycosis, Confirmed",27.0
CALIFORNIA,2023,30,"Coccidioidomycosis, total",27.0
CALIFORNIA,2023,30,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),26.0
CALIFORNIA,2023,31,Campylobacteriosis,213.0
CALIFORNIA,2023,31,"Coccidioidomycosis, Confirmed",49.0
CALIFORNIA,2023,31,"Coccidioidomycosis, total",49.0
CALIFORNIA,2023,31,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),17.0
CALIFORNIA,2023,32,Campylobacteriosis,206.0
CALIFORNIA,2023,32,"Coccidioidomycosis, Confirmed",31.0
CALIFORNIA,2023,32,"Coccidioidomycosis, total",31.0
CALIFORNIA,2023,32,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),54.0
CALIFORNIA,2023,33,Campylobacteriosis,189.0
CALIFORNIA,2023,33,"Coccidioidomycosis, Confirmed",48.0
CALIFORNIA,2023,33,"Coccidioidomycosis, total",48.0
CALIFORNIA,2023,33,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),37.0
CALIFORNIA,2023,34,Campylobacteriosis,171.0
CALIFORNIA,2023,34,"Coccidioidomycosis, Confirmed",57.0
CALIFORNIA,2023,34,"Coccidioidomycosis, total",57.0
CALIFORNIA,2023,34,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),47.0
CALIFORNIA,2023,35,Campylobacteriosis,160.0
CALIFORNIA,2023,35,"Coccidioidomycosis, Confirmed",46.0
CALIFORNIA,2023,35,"Coccidioidomycosis, total",46.0
CALIFORNIA,2023,35,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),32.0
CALIFORNIA,2023,36,Campylobacteriosis,68.0
CALIFORNIA,2023,36,"Coccidioidomycosis, Confirmed",22.0
CALIFORNIA,2023,36,"Coccidioidomycosis, total",22.0
CALIFORNIA,2023,36,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),30.0
CALIFORNIA,2023,37,Campylobacteriosis,197.0
CALIFORNIA,2023,37,"Coccidioidomycosis, Confirmed",57.0
CALIFORNIA,2023,37,"Coccidioidomycosis, total",57.0
CALIFORNIA,2023,37,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),37.0
CALIFORNIA,2023,38,Campylobacteriosis,103.0
CALIFORNIA,2023,38,"Coccidioidomycosis, Confirmed",29.0
CALIFORNIA,2023,38,"Coccidioidomycosis, total",29.0
CALIFORNIA,2023,38,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),5.0
CALIFORNIA,2023,39,Campylobacteriosis,201.0
CALIFORNIA,2023,39,"Coccidioidomycosis, Confirmed",65.0
CALIFORNIA,2023,39,"Coccidioidomycosis, total",65.0
CALIFORNIA,2023,39,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),46.0
CALIFORNIA,2023,40,Campylobacteriosis,170.0
CALIFORNIA,2023,40,"Coccidioidomycosis, Confirmed",52.0
CALIFORNIA,2023,40,"Coccidioidomycosis, total",52.0
CALIFORNIA,2023,40,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),43.0
CALIFORNIA,2023,41,Campylobacteriosis,132.0
CALIFORNIA,2023,41,"Coccidioidomycosis, Confirmed",68.0
CALIFORNIA,2023,41,"Coccidioidomycosis, total",68.0
CALIFORNIA,2023,41,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),32.0
CALIFORNIA,2023,42,Campylobacteriosis,118.0
CALIFORNIA,2023,42,"Coccidioidomycosis, Confirmed",38.0
CALIFORNIA,2023,42,"Coccidioidomycosis, total",38.0
CALIFORNIA,2023,42,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),11.0
CALIFORNIA,2023,43,Campylobacteriosis,169.0
CALIFORNIA,2023,43,"Coccidioidomycosis, Confirmed",76.0
CALIFORNIA,2023,43,"Coccidioidomycosis, total",76.0
CALIFORNIA,2023,43,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),41.0
CALIFORNIA,2023,44,Campylobacteriosis,137.0
CALIFORNIA,2023,44,"Coccidioidomycosis, Confirmed",90.0
CALIFORNIA,2023,44,"Coccidioidomycosis, total",90.0
CALIFORNIA,2023,44,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),41.0
CALIFORNIA,2023,45,Campylobacteriosis,74.0
CALIFORNIA,2023,45,"Coccidioidomycosis, Confirmed",71.0
CALIFORNIA,2023,45,"Coccidioidomycosis, total",71.0
CALIFORNIA,2023,45,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),36.0
CALIFORNIA,2023,46,Campylobacteriosis,135.0
CALIFORNIA,2023,46,"Coccidioidomycosis, Confirmed",30.0
CALIFORNIA,2023,46,"Coccidioidomycosis, total",30.0
CALIFORNIA,2023,46,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),19.0
CALIFORNIA,2023,47,Campylobacteriosis,125.0
CALIFORNIA,2023,47,"Coccidioidomycosis, Confirmed",63.0
CALIFORNIA,2023,47,"Coccidioidomycosis, total",63.0
CALIFORNIA,2023,47,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),23.0
CALIFORNIA,2023,48,Campylobacteriosis,198.0
CALIFORNIA,2023,48,"Coccidioidomycosis, Confirmed",47.0
CALIFORNIA,2023,48,"Coccidioidomycosis, total",47.0
CALIFORNIA,2023,48,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),32.0
CALIFORNIA,2023,49,Campylobacteriosis,119.0
CALIFORNIA,2023,49,"Coccidioidomycosis, Confirmed",59.0
CALIFORNIA,2023,49,"Coccidioidomycosis, total",59.0
CALIFORNIA,2023,49,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),21.0
CALIFORNIA,2023,50,Campylobacteriosis,137.0
CALIFORNIA,2023,50,"Coccidioidomycosis, Confirmed",82.0
CALIFORNIA,2023,50,"Coccidioidomycosis, total",82.0
CALIFORNIA,2023,50,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),14.0
CALIFORNIA,2023,51,Campylobacteriosis,121.0
CALIFORNIA,2023,51,"Coccidioidomycosis, Confirmed",61.0
CALIFORNIA,2023,51,"Coccidioidomycosis, total",61.0
CALIFORNIA,2023,51,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),18.0
CALIFORNIA,2023,52,Campylobacteriosis,20.0
CALIFORNIA,2023,52,"Coccidioidomycosis, Confirmed",4.0
CALIFORNIA,2023,52,"Coccidioidomycosis, total",4.0
CALIFORNIA,2023,52,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),
CALIFORNIA,2024,1,Campylobacteriosis,61.0
CALIFORNIA,2024,1,"Coccidioidomycosis, Confirmed",39.0
CALIFORNIA,2024,1,"Coccidioidomycosis, total",39.0
CALIFORNIA,2024,1,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),13.0
CALIFORNIA,2024,2,Campylobacteriosis,138.0
CALIFORNIA,2024,2,"Coccidioidomycosis, Confirmed",64.0
CALIFORNIA,2024,2,"Coccidioidomycosis, total",64.0
CALIFORNIA,2024,2,Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection),15.0
CALIFORNIA,2024,3,Campylobacteriosis,144.0
CALIFORNIA,2024,3,"Coccidioidomycosis, Confirmed",70.0
CALIFORNIA,2024,3,"Coccidioidomycosis, total",70.0
